"id","items_users","items_bsins","items_ccode","items_icode","items_iname","items_brcod","items_hscod","items_notes","items_runit","items_pkqty","items_punit","items_szqty","items_sunit","items_sgrup","items_scatg","items_itype","items_brand","items_tstck","items_smrgn","items_prvat","items_ptvat","items_slvat","items_stvat","items_image","items_stpur","items_stsal","items_stnsf","items_actve","items_crusr","items_crdat","items_upusr","items_updat","items_rvnmr"
"d0197f39-a96e-469e-b527-015d247f09e5","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000006","ITM0000000006","Motherboard Intel SoC","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17","8f8a7723-8383-420b-9387-75067174042f","6d892879-541d-4c23-960c-4063e10c8256","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-07-27 18:17:40.20593","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-02 16:06:49.11669",5
"27a450c5-f203-4efc-9366-b5cff98c9aac","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000023","ITM0000000023","Adapter 12V 1.5A","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8","8f8a7723-8383-420b-9387-75067174042f","e5fce402-ae8a-4a94-bb5a-8de72cdd5aff","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,False,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-01 15:22:58.589271","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-15 01:26:48.411278",5
"cd136484-adfd-42cf-a3d3-aa2f85e14c60","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000021","ITM0000000021","Sunsilk Black (Mini Pack)","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",12,"f046fae7-abaf-4cf2-b9e2-e73204f6718f",1,"f046fae7-abaf-4cf2-b9e2-e73204f6718f","8f8a7723-8383-420b-9387-75067174042f","348a162d-ac3e-4d8a-be12-651d1b50ae88","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-01 07:37:15.230101","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-15 01:27:23.980321",2
"860dbc6b-17be-45e5-9823-b64606177b4d","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000009","ITM0000000009","Tissue Napkin (Bashundhara/Fresh)","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"ffd8e27d-8acb-4992-8332-6840d2478d77","8f8a7723-8383-420b-9387-75067174042f","348a162d-ac3e-4d8a-be12-651d1b50ae88","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-07-29 14:44:08.285289","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-15 01:32:40.026844",7
"bbc4f381-e51b-417e-9704-20753e562b88","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000020","ITM0000000020","Soap - Meril Body Soap","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8","8f8a7723-8383-420b-9387-75067174042f","348a162d-ac3e-4d8a-be12-651d1b50ae88","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-01 07:27:09.146586","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-15 01:45:51.469727",3
"b65ca019-7073-4386-ae3b-58dc7abc472d","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000008","ITM0000000008","Musoori Dal","","","","6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-07-29 14:43:10.204997","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-20 05:18:18.628243",7
"140c585d-cc51-4ceb-8b07-2f98196f683f","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000024","ITM0000000024","Potato","","","","6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-20 05:58:39.263156","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-20 05:58:39.263156",1
"219ecaf2-c7f0-4cf7-8b11-0f99651f4075","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000012","ITM0000000012","Rice BR - 28","","","","6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","5.00","INCLUSIVE","70.00","INCLUSIVE",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-07-29 14:47:33.586036","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-20 15:33:04.84845",4
"d2095bbd-cb4b-47af-b3d9-7388689f9082","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000019","ITM0000000019","Egg (Red)","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-01 07:25:48.902601","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-20 15:39:39.870882",7
"b4fe3513-a378-45f6-92d1-cdb530fa778b","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000025","ITM0000000025","Katari","","","","6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"25.00","15.00","INCLUSIVE","15.00","INCLUSIVE",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-20 07:54:40.098706","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-20 16:44:10.405815",3
"f970ff06-865b-4b93-96c9-e47dc7e1120d","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000027","ITM0000000027","Garlic","","","","6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-23 10:34:59.334394","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-23 10:34:59.334394",1
"104c5a32-58cd-4db0-bc2a-0fd807d7bd41","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000013","ITM0000000013","Nazirshail","","","","6b0e446c-65ef-40af-aab9-f823f07c1e1d",25,"715008e1-2f84-408b-9fd6-661100c49d47",25,"6b0e446c-65ef-40af-aab9-f823f07c1e1d","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","15.00","EXCLUSIVE","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-07-29 14:48:33.863439","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-25 15:59:26.435448",6
"3049d0f5-032f-428c-a715-08d56aa24534","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000029","ITM0000000029","t-Shirt (Mens)","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8","8f8a7723-8383-420b-9387-75067174042f","93266914-7dc9-4e30-97c3-9106e229680e","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","15.00","INCLUSIVE","15.00","INCLUSIVE",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-25 17:21:29.136733","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-25 17:21:29.136733",1
"82785389-a70e-49cd-b53b-a259f97ff26f","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000032","ITM0000000032","Machine Depreciation","","","","b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17","8f8a7723-8383-420b-9387-75067174042f","5bf52336-bd26-4c6e-ae80-dd5beb230beb","FOH","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 03:34:30.94773","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 03:34:30.94773",1
"d73666c4-720b-41ef-9163-f1cd582b0b4c","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000015","ITM0000000015","Mr. Noodles","","","","81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8",1,"ffd8e27d-8acb-4992-8332-6840d2478d77",16,"81e4e25d-0ddb-403e-9edb-cce6f4e8b3a8","8f8a7723-8383-420b-9387-75067174042f","b7e5f20a-0be0-4112-aeb5-ace56ad319d9","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-07-29 14:51:12.756629","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-31 04:59:03.272296",4
"244ae96c-6b27-4a74-a284-415fb51d3da6","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000033","ITM0000000033","Maintenance & Repairs","","","","b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17","8f8a7723-8383-420b-9387-75067174042f","5bf52336-bd26-4c6e-ae80-dd5beb230beb","FOH","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 03:36:06.223344","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 03:36:06.223344",1
"8db9f5cb-4807-4479-9815-97aa6ba08277","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000031","ITM0000000031","Factory Consumables","","","","b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17","8f8a7723-8383-420b-9387-75067174042f","5bf52336-bd26-4c6e-ae80-dd5beb230beb","FOH","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 03:17:32.501899","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 03:17:32.501899",1
"b9d717c2-8174-4a69-9721-69904f4eb935","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000030","ITM0000000030","Electricity & Utilities","","","","b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17","8f8a7723-8383-420b-9387-75067174042f","5bf52336-bd26-4c6e-ae80-dd5beb230beb","FOH","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 02:23:02.595774","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-26 03:34:51.171951",2
"739d6f53-f44b-4afa-8f24-6603f4d7e34e","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000026","ITM0000000026","Onion","","","","6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d",1,"6b0e446c-65ef-40af-aab9-f823f07c1e1d","8f8a7723-8383-420b-9387-75067174042f","9fe91e49-33fb-4197-8ef8-e19c3ea03b7d","FG","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,False,False,False,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-22 09:43:58.880493","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-23 10:56:12.246084",3
"e652d8ac-82ee-482b-9825-88feab8bd0a6","7d0a6d8b-efae-48a0-a595-15706cf41d2f","4dee378c-acc5-49eb-ab9e-a4e85e1e1903","ITM0000000035","ITM0000000035","Work In Progress","","","","b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17",1,"b07ac8b0-7e0d-4e1d-bde0-93aef138bf17","8f8a7723-8383-420b-9387-75067174042f","256c40c6-dd5d-463c-9385-e93d1de3ac1f","WIP","5f74e958-d07e-4717-8bff-f7bb45a28ff3",True,"0.00","0.00","EXEMPT","0.00","EXEMPT",NULL,True,True,True,True,"6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-27 01:38:42.180308","6a45d609-f616-4cf8-97a9-8577ff39f753","2026-08-27 01:38:42.180308",1
